No,English,Japanese,Chapter
668,clumsy,ぎこちない、不細工な、不器用な,4
669,cluster,集まり、群れ、房、集まる、群がる、を集める,4
670,clutch,ぎゅっとつかむ、しっかり握ること,4
671,coal,石炭,4
672,coarse,粗雑な、きめの粗い、下品な、卑猥な,4
673,coast,海岸、沿岸,4
674,code,規定、法典、符号、暗号,4
675,coerce,～を強制する,4
676,coffin,棺桶,4
677,cognition,認識,4
678,cognitive,認識（認知）の,4
679,coherent,一貫した、筋の通った、結束した,4
680,cohesion,結束、結合,4
681,coil,ぐるぐる巻く、丸くなる、巻いたもの,4
682,coin,（硬貨）を鋳造する、（新語など）を作る,4
683,coincide,合致〔一致〕する、同時に起こる,4
684,collaborate,共同して働く、協力する,4
685,collapse,崩壊(する)、（病気などで突然）倒れる（こと）,4
686,colleague,（職場の）同僚,4
687,collect,集める、（人が）集まる,4
688,collective,集団の、共同の,4
689,collectively,集合的に、共同で,4
690,college,（単科）大学,4
691,collide,衝突する,4
692,collision,衝突、対立,4
693,colloquial,口語の,4
694,colonial,植民地の、群生の,4
695,colony,植民地、集団居住地、（動植物の）コロニー,4
696,column,コラム、（新聞などの）欄、円柱、（縦）列,4
697,combat,と戦う、に立ち向かう、戦闘,4
698,combine,組み合わせる、兼ね備える、結合する,4
699,comedy,喜劇,4
700,comet,彗星,4
701,comfort,快適さ、慰め、慰めをあたえてくれるもの［人］、安らぎ,4
702,comfortable,快適な,4
703,command,命令(する)、指揮(する)、支配(する)、見渡す、(言葉を)自由に操る力,4
704,commence,始まる、始める,4
705,comment,"論評する(on)、意見, 論評",4
706,commerce,商業、貿易、通商,4
707,commercial,コマーシャル、商業の,4
708,commit,献身する、捧げる、約束する、（罪を)犯す,4
709,committee,（集合的に）委員会、（全）委員,4
710,commodity,日用品、商品,4
711,common,共通の、ありふれた、公共の、共有の,4
712,commonplace,ごく普通の、陳腐な、よくある物事、ありきたりの意見,4
713,communicate,情報交換をする、伝達する,4
714,communication,（情報・意見などの）伝達、意思疎通、通信（網）,4
715,communicative,話好きの、伝達の,4
716,communism,共産主義,4
717,communist,共産主義の,4
718,community,地域社会、（利害などを共にする）共同社会、集団,4
719,commute,通勤する、通学する,4
720,compact,凝縮させる、圧縮させる、ぎっしり詰まった、簡潔な,4
721,companion,連れ、仲間,4
722,company,会社、仲間、（仲間と）一緒にいること、一座,4
723,comparative,比較の、かなりの,4
724,compare,匹敵する、比較する、たとえる,4
725,compartment,区画、仕切り客室,4
726,compassion,おもいやり、哀れみ、同情,4
727,compassionate,哀れみ〔情け〕深い(toward),4
728,compatible,矛盾しない、両立できる、仲良くやっていける,4
729,compel,～に…することを強いる,4
730,compensate,埋め合わせる、弁償する、償う,4
731,compete,競う、〔通例否定文で〕匹敵する,4
732,competent,有能な、能力のある、適格な,4
733,competitive,競争の、競争力がある、競争心の強い,4
734,compile,編集する、（資料など）をまとめる,4
735,complain,不平［苦情］を言う、訴える,4
736,complaint,不平,4
737,complement,補完物、補足、補語,4
738,complementary,補足的な,4
739,complete,完成させる、仕上げる、完全な、完成した,4
740,completely,完全に,4
741,complex,複雑な、複合的な、合成物、脅迫概念、複合施設,4
742,complicate,複雑にする,4
743,complicated,複雑な、入り組んだ,4
744,compliment,ほめ言葉、賛辞、お世辞を言う,4
745,comply,従う、応じる、(基準・規則などに)沿う、合致する,4
746,component,構成要素、成分,4
747,compose,構成する、組み立てる、落ち着かせる,4
748,composer,作曲家、作者,4
749,composite,異なる要素からなる、複合的な、合成物、複合物,4
750,composition,構成、（音楽などの）作品、作文,4
751,compound,複合の、混合物、化合物、を悪化させる、を混合する,4
752,comprehend,理解する、把握する,4
753,comprehension,理解力,4
754,comprehensive,包括的な,4
755,comprise,構成される、構成する、占める,4
756,compromise,妥協（すること）、妥協案、歩み寄り,4
757,compulsion,衝動、強制力,4
758,compulsory,義務的な、強制的な,4
759,compute,計算する、コンピューターを使う,4
760,conceal,隠す、秘密にする,4
761,concede,仕方なく認める、敗北を認める,4
762,conceit,うぬぼれ,4
763,conceivable,(物・事が)考えられる、想像できる,4
764,conceive,思いつく、想像する、妊娠する,4
765,concentrate,専念（集中）する、集中させる,4
766,concept,概念、考え、（商品・販売の）コンセプト,4
767,concern,〔受身形で〕心配している、関係する,4
768,concise,簡潔な,4
769,conclude,結論を下す、終える、締めくくる、締結する,4
770,concrete,具体的な、有形の,4
771,condemn,非難する、〔受身形で〕（～の刑を）宣告される,4
772,condition,条件、状況、状態、～を条件づける、制約する,4
773,condominium,（分譲）マンション［共同住宅］,4
774,conduct,行う、指揮する、案内する、行為、管理,4
775,conference,会議、協議,4
776,confess,白状する、認める,4
777,confide,打ち明ける、任せる、信頼する,4
778,confidence,信頼、自信、確信、秘密,4
779,confidential,内密の、機密の,4
780,confine,制限する、閉じ込める,4
781,confirm,確かめる、（意見などを）固める,4
782,conflict,闘争、衝突、対立、不一致、矛盾する,4
783,conform,従う、適合する、従わせる,4
784,confound,困惑させる、混同する,4
785,confront,直面する、向かい合う,4
786,confuse,当惑させる、混同する,4
787,congestion,混雑,4
788,congratulate,祝う、おめでとうと言う,4
789,congress,（C～）（米国の）議会、国会、大会,4
790,connect,つなぐ、関連づける、つながる,4
791,connotation,含蓄、言外にほのめかすこと、内包,4
792,conquer,征服する、占める、克服する,4
793,conscience,良心、分別,4
794,conscious,意識している、気づいている、意識が高い,4
795,consecutive,連続した、引き続いて起こる、論理の一貫した,4
796,consensus,（意見の）一致、全体の意見の一致,4
797,consent,同意、承諾,4
798,consequence,〔通例～s〕結果、重大性,4
799,consequently,その結果,4
800,conservation,（動植物などの）保護、保存,4
801,conservative,保守的な、控えめな,5
802,conserve,保存する、保護する,5
803,consider,よく考える、～を…とみなす,5
804,considerable,かなりの,5
805,considerate,思いやりのある,5
806,consist,～から成る(of～)、～にある(in～),5
807,consistent,矛盾のない、一致した,5
808,console,慰める,5
809,consonant,子音(字),5
810,conspicuous,目立つ、人目を引く,5
811,constant,絶え間のない、一定不変の,5
812,constantly,絶えず,5
813,constituent,構成要素、有権者、構成している、選挙権のある,5
814,constitute,構成する、制定する,5
815,constitution,憲法,5
816,constrain,～に（…することを）強いる、を抑える,5
817,constraint,制約,5
818,construct,組み立てる、建設する、構成する,5
819,construction,建設、建築物,5
820,consult,（辞書など）を調べる、（専門家）に相談する,5
821,consultant,顧問、コンサルタント、相談相手,5
822,consume,消費する,5
823,contact,接触、連絡、と連絡をとる、と接触する,5
824,contagious,感染（性）の、病気を伝染する,5
825,contain,含む、収容する、抑える,5
826,contaminate,汚染する、悪影響を及ぼす,5
827,contaminated,汚染された,5
828,contemplate,熟考する、じっと見つめる,5
829,contemplation,熟考、沈思,5
830,contemporary,現代の、同時代の、同時代の人,5
831,contempt,侮辱、軽蔑,5
832,contend,争う、議論する、を主張する,5
833,content,満足している、内容、中身,5
834,contentment,満足、幸福感,5
835,contest,コンテスト、競技（会）、争い,5
836,context,(文の)前後関係、文脈、背景、状況,5
837,continent,大陸,5
838,continue,続く、を続ける,5
839,contract,契約する、（病気）にかかる、縮める、契約（書）,5
840,contradict,矛盾する、(人の考えなど)を否定する,5
841,contradiction,否定、反対の主張、矛盾,5
842,contradictory,矛盾した、反対の、議論好きな,5
843,contrary,反対の、逆,5
844,contrast,対比する、よい対照となる、対照、相違,5
845,contribute,貢献する（to）、一因となる、寄付する、を提供する,5
846,contrive,考案〔工夫〕する、たくらむ、うまく～する,5
847,control,制御する、支配する、支配（力）、抑制,5
848,controversial,物議を呼ぶ,5
849,controversy,論争、議論,5
850,convenient,便利な、都合のよい,5
851,convention,慣習、しきたり、会議、大会,5
852,conventional,従来の、慣習的な、協定の,5
853,conversation,会話、対談,5
854,converse,会話をする、逆の,5
855,conversely,逆に、反対に、[文修飾]逆に言えば,5
856,convert,変える、改宗［転向］させる、交換する,5
857,convey,(感情・思考など)を伝える、を運ぶ,5
858,convict,に有罪を宣告する,5
859,convince,（人）を確信（納得）させる,5
860,cooperate,協力する、協同する,5
861,cooperation,協力、共同,5
862,coordinate,調整する、組織する、（服など）をコーディネートする,5
863,coordination,調整,5
864,cope,うまく処理する、うまく対処する,5
865,copy,模倣する、複製する、写し、（本、新聞などの）1部,5
866,copyright,著作権、版権、著作権のある,5
867,core,中心、核心、（果物の）芯,5
868,corporation,株式会社、企業、法人,5
869,corpse,死体、死骸,5
870,correct,正しい、適切な、を訂正する,5
871,corrective,改める、正す、(薬が)中和する,5
872,correlation,相互関係、相関（関係）,5
873,correspond,合致する、相当する、文通する,5
874,corridor,回廊(地帯)、通路、廊下,5
875,corrupt,墜落した、わいろのきく、～を墜落させる、～を買収する,5
876,corruption,腐敗、堕落,5
877,cortex,皮質、樹皮,5
878,cosmetic,化粧（用）の、美容（整形）の、（通例複数）化粧品,5
879,cosmic,宇宙の,5
880,cosmos,宇宙、秩序、コスモス,5
881,cost,犠牲、費用、（費用が）かかる、（犠牲を）払わせる,5
882,costly,損失［犠牲］の大きい、高価な、豪華な,5
883,cottage,別荘、(郊外・田舎の)小さな家,5
884,cough,せき(払い)、せき払いをする,5
885,council,（地方）議会、評議会、（公の）会議,5
886,counsel,忠告する、（人）に～（するよう）勧める,5
887,count,数える、重要である、計算,5
888,countenance,顔つき、容貌、落ち着き、平静,5
889,counterpart,対応するもの、対の片方,5
890,countless,無数の,5
891,countryside,（通例the）地方、田舎、田園地帯,5
892,county,【米】郡、【英】州,5
893,courage,勇気,5
894,court,裁判所、宮廷、庭、（テニスなどの）コート,5
895,courteous,礼儀正しい、思いやりがある、丁重な,5
896,courtesy,礼儀正しさ、好意、優遇,5
